path,model,task_id,prompt_condition,payload_parse_error,model_visible_doc_id_policy,document_count,mapping_count,non_opaque_doc_id_count,semantic_doc_id_term_hits,non_opaque_citation_count,semantic_citation_term_hits,title_body_audit_id_hits,message_audit_id_hits,hidden_field_hits,visible_audit_semantic_doc_id_hits,visible_audit_semantic_visible_citation_hits,visible_audit_audit_id_hits_in_title_or_body,visible_audit_hidden_field_hits
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_000.prompt.json,claude-opus-4-7,ert_000,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_001.prompt.json,claude-opus-4-7,ert_001,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_002.prompt.json,claude-opus-4-7,ert_002,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_003.prompt.json,claude-opus-4-7,ert_003,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_004.prompt.json,claude-opus-4-7,ert_004,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_005.prompt.json,claude-opus-4-7,ert_005,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_006.prompt.json,claude-opus-4-7,ert_006,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_007.prompt.json,claude-opus-4-7,ert_007,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_008.prompt.json,claude-opus-4-7,ert_008,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_009.prompt.json,claude-opus-4-7,ert_009,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_010.prompt.json,claude-opus-4-7,ert_010,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_011.prompt.json,claude-opus-4-7,ert_011,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_012.prompt.json,claude-opus-4-7,ert_012,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_013.prompt.json,claude-opus-4-7,ert_013,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_014.prompt.json,claude-opus-4-7,ert_014,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_015.prompt.json,claude-opus-4-7,ert_015,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_016.prompt.json,claude-opus-4-7,ert_016,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_017.prompt.json,claude-opus-4-7,ert_017,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_018.prompt.json,claude-opus-4-7,ert_018,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_019.prompt.json,claude-opus-4-7,ert_019,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_020.prompt.json,claude-opus-4-7,ert_020,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_021.prompt.json,claude-opus-4-7,ert_021,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_022.prompt.json,claude-opus-4-7,ert_022,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_023.prompt.json,claude-opus-4-7,ert_023,epistemic_hygiene_instruction,,opaque_per_task,9,9,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_024.prompt.json,claude-opus-4-7,ert_024,epistemic_hygiene_instruction,,opaque_per_task,11,11,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_025.prompt.json,claude-opus-4-7,ert_025,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_026.prompt.json,claude-opus-4-7,ert_026,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_027.prompt.json,claude-opus-4-7,ert_027,epistemic_hygiene_instruction,,opaque_per_task,11,11,0,0,0,0,0,0,,0,0,0,
artifacts/claude-opus-4-7/operational/epistemic_hygiene_instruction/ert_028.prompt.json,claude-opus-4-7,ert_028,epistemic_hygiene_instruction,,opaque_per_task,10,10,0,0,0,0,0,0,,0,0,0,
