record_type,check,severity,task_id,view,subject,detail,doc_id,doc_timestamp,claim_month,claim_month_label,question,doc_title,source_type,body_excerpt,data_sanity_note
chronology_warning,chronology_consistency,P1,multiple,both,synthetic_timestamps,264 document timestamps precede the claim month; examples: uncued_000_d01 timestamp=2025-01-16 claim_month=2025-03; uncued_000_d03 timestamp=2025-01-13 claim_month=2025-03; uncued_000_d04 timestamp=2025-01-15 claim_month=2025-03; uncued_000_d02 timestamp=2025-01-14 claim_month=2025-03; uncued_001_d02 timestamp=2025-02-15 claim_month=2025-04. Treat timestamps as synthetic/non-evidential unless dataset documentation says otherwise.,,,,,,,,,Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_000,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_000_d01,2025-01-16,2025-03,March 2025,Did Novalis Robotics log 184 completed checks for Atlas valve checks in March 2025?,Service Ledger Extract,timeline note,"A routing note lists Northline service bay as the site for the Atlas valve checks workstream. The note does not provide a closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_000,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_000_d03,2025-01-13,2025-03,March 2025,Did Novalis Robotics log 184 completed checks for Atlas valve checks in March 2025?,Operations Timeline Note,field note,"The monthly ledger for Northline service bay lists 184 completed checks for Atlas valve checks in March 2025. The entry is dated after the close of the month and uses the same work order code as the question. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_000,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_000_d04,2025-01-15,2025-03,March 2025,Did Novalis Robotics log 184 completed checks for Atlas valve checks in March 2025?,Program Registry Entry,operations memo,"A shift memo mentions that Atlas valve checks work was concentrated in the final week of March 2025. It tracks handoff timing but not the final tally. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_000,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_000_d02,2025-01-14,2025-03,March 2025,Did Novalis Robotics log 184 completed checks for Atlas valve checks in March 2025?,Field Summary Memo,registry entry,"A planning note for Atlas valve checks describes the inspection route at Northline service bay during March 2025. It gives staffing context and does not include a final monthly count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_001,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_001_d02,2025-02-15,2025-04,April 2025,Did Novalis Robotics log 88 verified swaps for Orion battery swaps in April 2025?,Service Ledger Extract,operations memo,"A routing note gives the work order code for Orion battery swaps. It omits the final count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_001,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_001_d01,2025-02-16,2025-04,April 2025,Did Novalis Robotics log 88 verified swaps for Orion battery swaps in April 2025?,Operations Timeline Note,timeline note,"A brief memo says the closeout was filed after the last weekend of April 2025. It does not state a number. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_001,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_001_d03,2025-02-13,2025-04,April 2025,Did Novalis Robotics log 88 verified swaps for Orion battery swaps in April 2025?,Program Registry Entry,field note,"The monthly ledger for East Yard depot lists 63 verified swaps for Orion battery swaps in April 2025. No line in the packet lists 88 for this workstream. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_001,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_001_d04,2025-02-14,2025-04,April 2025,Did Novalis Robotics log 88 verified swaps for Orion battery swaps in April 2025?,Field Summary Memo,registry entry,"A staffing note for Orion battery swaps names the same site and month. It does not report the closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_002,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_002_d02,2025-03-14,2025-05,May 2025,Did Novalis Robotics log 97 closed tickets for Mira sensor recalibrations in May 2025?,Service Ledger Extract,registry entry,"A planning note for Mira sensor recalibrations describes the inspection route at Westhaven lab during May 2025. It gives staffing context and does not include a final monthly count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
affected_document,chronology_consistency,P1,uncued_002,neutral_metadata_visible,synthetic_timestamps,document timestamp precedes claim month,uncued_002_d04,2025-03-16,2025-05,May 2025,Did Novalis Robotics log 97 closed tickets for Mira sensor recalibrations in May 2025?,Operations Timeline Note,timeline note,"A routing note lists Westhaven lab as the site for the Mira sensor recalibrations workstream. The note does not provide a closing count. The note uses the same site code, workstream name, and monthly close date as the surrounding packet so that relation checks depend on the stated values rather than labels.",Timestamps may be synthetic/non-evidential; audit must decide documentation vs repair implications.
