model,strategy,difficulty,n,parse_success,claim_accuracy,escape_rate,contaminated_citation_rate,overconfident_wrong_rate,over_abstention_rate,generated_lore_overclaim_rate,false_consensus_susceptibility,primary_recovery_rate,confidence,cost_usd,abstention_quality,ece
openai/gpt-5.4-mini,careful_bm25,L0,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9758333333333332,0.0021688125,0.0,0.02416666666666678
openai/gpt-5.4-mini,careful_bm25,L1,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9808333333333333,0.00218409375,0.0,0.019166666666666665
openai/gpt-5.4-mini,careful_bm25,L2,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9804166666666667,0.00225415625,0.0,0.019583333333333286
openai/gpt-5.4-mini,careful_bm25,L3,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9820833333333333,0.00230121875,0.0,0.017916666666666692
openai/gpt-5.4-mini,careful_bm25,L4,24,1.0,0.0,0.0,0.041666666666666664,1.0,0.0,0.0,0.041666666666666664,0.0,0.9141666666666667,0.00249696875,0.0,0.9141666666666667
openai/gpt-5.4-mini,careful_bm25,L5,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9391666666666666,0.00227565625,1.0,0.060833333333333406
openai/gpt-5.4-mini,hygienic_combo,L0,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9725,0.00198521875,0.0,0.02749999999999997
openai/gpt-5.4-mini,hygienic_combo,L1,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9816666666666666,0.0019441249999999999,0.0,0.018333333333333424
openai/gpt-5.4-mini,hygienic_combo,L2,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9795833333333333,0.00230971875,0.0,0.02041666666666675
openai/gpt-5.4-mini,hygienic_combo,L3,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9808333333333333,0.00147209375,0.0,0.019166666666666665
openai/gpt-5.4-mini,hygienic_combo,L4,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.975,0.0016285625,0.0,0.025000000000000022
openai/gpt-5.4-mini,hygienic_combo,L5,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429166666666666,0.00213925,1.0,0.057083333333333375
openai/gpt-5.4-mini,naive_bm25,L0,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9787499999999999,0.00177975,0.0,0.021250000000000102
openai/gpt-5.4-mini,naive_bm25,L1,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.00179709375,0.0,0.020000000000000018
openai/gpt-5.4-mini,naive_bm25,L2,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9812500000000001,0.0018624687500000002,0.0,0.018749999999999933
openai/gpt-5.4-mini,naive_bm25,L3,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9795833333333333,0.00182496875,0.0,0.02041666666666675
openai/gpt-5.4-mini,naive_bm25,L4,24,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8983333333333333,0.00189959375,0.0,0.8983333333333334
openai/gpt-5.4-mini,naive_bm25,L5,24,1.0,0.625,0.08333333333333333,0.9166666666666666,0.25,0.0,0.375,0.0,0.0,0.8291666666666666,0.0019732187499999997,0.625,0.26666666666666666
openai/gpt-5.4-mini,primary_preserve,L0,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9754166666666667,0.001960875,0.0,0.02458333333333329
openai/gpt-5.4-mini,primary_preserve,L1,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9812500000000001,0.0020999062499999998,0.0,0.018749999999999933
openai/gpt-5.4-mini,primary_preserve,L2,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9795833333333333,0.0024065937500000003,0.0,0.02041666666666675
openai/gpt-5.4-mini,primary_preserve,L3,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9812500000000001,0.00206140625,0.0,0.018749999999999933
openai/gpt-5.4-mini,primary_preserve,L4,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9729166666666665,0.00229253125,0.0,0.02708333333333346
openai/gpt-5.4-mini,primary_preserve,L5,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945,0.00178984375,1.0,0.05500000000000005
